	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19085|ileS|isoleucine--tRNA	isoleucine--tRNA ligase	2826	20	0.0	91.28	8	F:GO:0000049; F:GO:0002161; F:GO:0004822; F:GO:0005524; C:GO:0005737; P:GO:0006428; F:GO:0008270; P:GO:0106074	F:tRNA binding; F:aminoacyl-tRNA editing activity; F:isoleucine-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:isoleucyl-tRNA aminoacylation; F:zinc ion binding; P:aminoacyl-tRNA metabolism involved in translational fidelity	EC:6.1.1.5; EC:3.1.1.1	Isoleucine--tRNA ligase; Carboxylesterase	IPR002301 (PRINTS); IPR002300 (PFAM); IPR002301 (TIGRFAM); G3DSA:1.10.730.20 (GENE3D); IPR014729 (G3DSA:3.40.50.GENE3D); IPR013155 (PFAM); IPR010663 (PFAM); IPR009008 (G3DSA:3.90.740.GENE3D); PTHR42765:SF1 (PANTHER); PTHR42765 (PANTHER); IPR023585 (HAMAP); IPR033708 (CDD); cd00818 (CDD); SSF52374 (SUPERFAMILY); IPR009080 (SUPERFAMILY); IPR009008 (SUPERFAMILY)	F:GO:0000049; F:GO:0000166; F:GO:0002161; F:GO:0004812; F:GO:0004822; F:GO:0005524; P:GO:0006418; P:GO:0006428	F:tRNA binding; F:nucleotide binding; F:aminoacyl-tRNA editing activity; F:aminoacyl-tRNA ligase activity; F:isoleucine-tRNA ligase activity; F:ATP binding; P:tRNA aminoacylation for protein translation; P:isoleucyl-tRNA aminoacylation
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19090|ribF|bifunctional	bifunctional riboflavin kinase/FAD synthetase	930	20	0.0	89.44	7	F:GO:0003919; F:GO:0005524; P:GO:0006747; F:GO:0008531; P:GO:0009231; P:GO:0009398; P:GO:0016310	F:FMN adenylyltransferase activity; F:ATP binding; P:FAD biosynthetic process; F:riboflavin kinase activity; P:riboflavin biosynthetic process; P:FMN biosynthetic process; P:phosphorylation	EC:2.7.1.26; EC:2.7.7.2	Riboflavin kinase; FAD synthetase	IPR015865 (SMART); IPR023465 (G3DSA:2.40.30.GENE3D); IPR015864 (PFAM); IPR002606 (PIRSF); IPR014729 (G3DSA:3.40.50.GENE3D); IPR015865 (PFAM); IPR002606 (TIGRFAM); PTHR22749:SF6 (PANTHER); IPR023468 (PANTHER); IPR015864 (CDD); SSF52374 (SUPERFAMILY); IPR023465 (SUPERFAMILY)	F:GO:0003919; F:GO:0008531; P:GO:0009231	F:FMN adenylyltransferase activity; F:riboflavin kinase activity; P:riboflavin biosynthetic process
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19095||hypothetical	Extracellular solute-binding protein family 5	351	20	2.74034E-78	82.14	1	C:GO:0016021	C:integral component of membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	EQU24_RS19100||hypothetical	---NA---	90									IPR004268 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19105|rpsT|30S	30S ribosomal protein S20	264	20	1.88665E-44	96.77	4	F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843	F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding			IPR036510 (G3DSA:1.20.58.GENE3D); IPR002583 (TIGRFAM); IPR002583 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR33398:SF1 (PANTHER); IPR002583 (PANTHER); PD004231 (PRODOM); IPR002583 (HAMAP); IPR036510 (SUPERFAMILY)	F:GO:0003723; F:GO:0003735; C:GO:0005840; P:GO:0006412	F:RNA binding; F:structural constituent of ribosome; C:ribosome; P:translation
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19110||glutamate	glutamate 5-kinase	1122	20	0.0	91.82	6	F:GO:0003723; F:GO:0004349; F:GO:0005524; C:GO:0005737; P:GO:0016310; P:GO:0055129	F:RNA binding; F:glutamate 5-kinase activity; F:ATP binding; C:cytoplasm; P:phosphorylation; P:L-proline biosynthetic process	EC:2.7.2.11	Glutamate 5-kinase	IPR001057 (PRINTS); IPR002478 (SMART); IPR036393 (G3DSA:3.40.1160.GENE3D); IPR002478 (PFAM); IPR036974 (G3DSA:2.30.130.GENE3D); IPR001048 (PFAM); IPR011529 (PIRSF); IPR005715 (TIGRFAM); PTHR43654:SF3 (PANTHER); PTHR43654 (PANTHER); IPR005715 (HAMAP); IPR002478 (PROSITE_PROFILES); IPR041739 (CDD); IPR015947 (SUPERFAMILY); IPR036393 (SUPERFAMILY)	F:GO:0003723; F:GO:0004349; C:GO:0005737; P:GO:0006561	F:RNA binding; F:glutamate 5-kinase activity; C:cytoplasm; P:proline biosynthetic process
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19115|cgtA|Obg	GTPase ObgE	1035	20	0.0	92.88	5	F:GO:0000287; F:GO:0003924; F:GO:0005525; C:GO:0005737; P:GO:0042254	F:magnesium ion binding; F:GTPase activity; F:GTP binding; C:cytoplasm; P:ribosome biogenesis	EC:3.6.1.15	Nucleoside-triphosphate phosphatase	IPR006073 (PRINTS); IPR014100 (TIGRFAM); IPR035101 (PIRSF); G3DSA:3.40.50.300 (GENE3D); IPR006169 (PFAM); IPR006073 (PFAM); IPR036726 (G3DSA:2.70.210.GENE3D); PTHR11702 (PANTHER); PTHR11702:SF31 (PANTHER); IPR014100 (HAMAP); PS51883 (PROSITE_PROFILES); IPR031167 (PROSITE_PROFILES); IPR031167 (CDD); IPR027417 (SUPERFAMILY); IPR036726 (SUPERFAMILY)	F:GO:0000287; F:GO:0003924; F:GO:0005525	F:magnesium ion binding; F:GTPase activity; F:GTP binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19120||50S	50S ribosomal protein L27	258	20	1.96E-53	94.17	3	F:GO:0003735; C:GO:0005840; P:GO:0006412	F:structural constituent of ribosome; C:ribosome; P:translation			IPR001684 (PRINTS); G3DSA:2.40.50.100 (GENE3D); IPR001684 (TIGRFAM); IPR001684 (PFAM); IPR001684 (PANTHER); PD003114 (PRODOM); IPR001684 (HAMAP); SSF110324 (SUPERFAMILY)	F:GO:0003735; C:GO:0005840; P:GO:0006412	F:structural constituent of ribosome; C:ribosome; P:translation
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19125|rplU|50S	50S ribosomal protein L21	312	20	5.30605E-50	97.91	4	F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843	F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding			IPR001787 (TIGRFAM); IPR028909 (PFAM); PTHR21349:SF3 (PANTHER); IPR028909 (PANTHER); IPR001787 (HAMAP); IPR036164 (SUPERFAMILY)	F:GO:0003723; F:GO:0003735; C:GO:0005840; P:GO:0006412	F:RNA binding; F:structural constituent of ribosome; C:ribosome; P:translation
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19130|ispB|octaprenyl	octaprenyl diphosphate synthase	1011	20	0.0	91.81	2	P:GO:0008299; F:GO:0016740	P:isoprenoid biosynthetic process; F:transferase activity			IPR000092 (PFAM); IPR008949 (G3DSA:1.10.600.GENE3D); PTHR12001 (PANTHER); PTHR12001:SF69 (PANTHER); cd00685 (CDD); IPR008949 (SUPERFAMILY)	P:GO:0008299	P:isoprenoid biosynthetic process
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19135||sigma-54-dependent	sigma-54-dependent Fis family transcriptional regulator	1578	20	0.0	85.9	4	F:GO:0005524; P:GO:0006355; F:GO:0008134; F:GO:0043565	F:ATP binding; P:regulation of transcription, DNA-templated; F:transcription factor binding; F:sequence-specific DNA binding			IPR003593 (SMART); G3DSA:1.10.10.60 (GENE3D); IPR002078 (PFAM); G3DSA:3.40.50.300 (GENE3D); G3DSA:1.10.8.60 (GENE3D); IPR002197 (PFAM); PTHR32071 (PANTHER); PTHR32071:SF57 (PANTHER); IPR002078 (PROSITE_PROFILES); cd00009 (CDD); IPR009057 (SUPERFAMILY); IPR027417 (SUPERFAMILY)	F:GO:0003677; F:GO:0005524; P:GO:0006355; F:GO:0008134; F:GO:0043565	F:DNA binding; F:ATP binding; P:regulation of transcription, DNA-templated; F:transcription factor binding; F:sequence-specific DNA binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19140||carbonic	carbonic anhydrase	576	20	1.46435E-139	94.64	2	F:GO:0004089; F:GO:0008270	F:carbonate dehydratase activity; F:zinc ion binding	EC:4.2.1.1	Carbonic anhydrase	IPR001765 (SMART); IPR001765 (PFAM); IPR036874 (G3DSA:3.40.1050.GENE3D); PTHR43175 (PANTHER); cd03379 (CDD); IPR036874 (SUPERFAMILY)	F:GO:0004089; F:GO:0008270	F:carbonate dehydratase activity; F:zinc ion binding
true	[INTERPRO, BLASTED]	EQU24_RS19145||SDR	SDR family NAD(P)-dependent oxidoreductase	735	20	7.01714E-180	88.77						IPR002347 (PRINTS); G3DSA:3.40.50.720 (GENE3D); IPR002347 (PFAM); PTHR43431:SF2 (PANTHER); PTHR43431 (PANTHER); IPR036291 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	EQU24_RS19150||DUF1326	DUF1326 domain-containing protein	591	20	2.10062E-145	84.43						IPR009758 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19155||DUF2182	DUF2182 domain-containing protein	696	20	1.75219E-165	77.34	1	C:GO:0016021	C:integral component of membrane			IPR018688 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19160||TonB-dependent	TonB-dependent receptor	2235	20	0.0	84.92	2	C:GO:0009279; C:GO:0016021	C:cell outer membrane; C:integral component of membrane			IPR037066 (G3DSA:2.170.130.GENE3D); IPR000531 (PFAM); IPR012910 (PFAM); PTHR30442 (PANTHER); SSF56935 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	EQU24_RS19165||hypothetical	hypothetical protein	360	20	3.14225E-82	76.75						PS51257 (PROSITE_PROFILES)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	EQU24_RS19170||porin	porin	1209	20	0.0	79.25						IPR011486 (PFAM); SSF56935 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19175|oadA|oxaloacetate	sodium-extruding oxaloacetate decarboxylase subunit alpha	1785	20	0.0	88.51	2	P:GO:0006814; F:GO:0008948	P:sodium ion transport; F:oxaloacetate decarboxylase activity	EC:4.1.1.112; EC:1.1.1.38; EC:1.1.1.40	n/a; Malate dehydrogenase (oxaloacetate-decarboxylating); Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	IPR003379 (PFAM); G3DSA:2.40.50.100 (GENE3D); IPR000089 (PFAM); IPR000891 (PFAM); IPR005776 (TIGRFAM); IPR013785 (G3DSA:3.20.20.GENE3D); PTHR45266 (PANTHER); IPR000891 (PROSITE_PROFILES); IPR000089 (PROSITE_PROFILES); cd06850 (CDD); cd07937 (CDD); IPR011053 (SUPERFAMILY); SSF51569 (SUPERFAMILY); SSF89000 (SUPERFAMILY)	F:GO:0003824; P:GO:0006814; F:GO:0008948	F:catalytic activity; P:sodium ion transport; F:oxaloacetate decarboxylase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19180||sodium	sodium ion-translocating decarboxylase subunit beta	1128	20	0.0	95.67	6	C:GO:0005886; P:GO:0006814; F:GO:0015451; C:GO:0016021; F:GO:0016829; P:GO:0055085	C:plasma membrane; P:sodium ion transport; F:decarboxylation-driven active transmembrane transporter activity; C:integral component of membrane; F:lyase activity; P:transmembrane transport	EC:7.2.4.5; EC:7.2.4.1; EC:7.2.4.2; EC:7.2.4.3; EC:7.2.4.4	n/a; n/a; n/a; n/a; n/a	IPR005661 (TIGRFAM); IPR005661 (PIRSF); IPR005661 (PFAM); IPR005661 (PANTHER)	P:GO:0006814; F:GO:0016829	P:sodium ion transport; F:lyase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19185||DEAD/DEAH	DEAD/DEAH box helicase	1281	20	0.0	84.53	3	F:GO:0003676; F:GO:0004386; F:GO:0005524	F:nucleic acid binding; F:helicase activity; F:ATP binding	EC:3.6.1.3; EC:3.6.1.15	Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase	IPR001650 (SMART); IPR014001 (SMART); IPR001650 (PFAM); G3DSA:3.40.50.300 (GENE3D); G3DSA:3.40.50.300 (GENE3D); IPR011545 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR24031 (PANTHER); PTHR24031:SF703 (PANTHER); IPR014001 (PROSITE_PROFILES); IPR001650 (PROSITE_PROFILES); IPR014014 (PROSITE_PROFILES); cd00268 (CDD); cd18787 (CDD); IPR027417 (SUPERFAMILY)	F:GO:0003676; F:GO:0005524	F:nucleic acid binding; F:ATP binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19190|moaA|GTP	GTP 3',8-cyclase MoaA	1008	20	0.0	91.82	7	F:GO:0005525; P:GO:0006777; C:GO:0019008; F:GO:0046872; F:GO:0051539; F:GO:0061798; F:GO:1904047	F:GTP binding; P:Mo-molybdopterin cofactor biosynthetic process; C:molybdopterin synthase complex; F:metal ion binding; F:4 iron, 4 sulfur cluster binding; F:GTP 3',8'-cyclase activity; F:S-adenosyl-L-methionine binding	EC:4.1.99.22	GTP 3',8-cyclase	IPR006638 (SMART); IPR013785 (G3DSA:3.20.20.GENE3D); PF13353 (PFAM); IPR007197 (PFAM); IPR010505 (PFAM); IPR013483 (TIGRFAM); PTHR22960 (PANTHER); PTHR22960:SF0 (PANTHER); IPR013483 (HAMAP); cd01335 (CDD); SSF102114 (SUPERFAMILY)	F:GO:0003824; P:GO:0006777; C:GO:0019008; F:GO:0046872; F:GO:0051536; F:GO:0051539	F:catalytic activity; P:Mo-molybdopterin cofactor biosynthetic process; C:molybdopterin synthase complex; F:metal ion binding; F:iron-sulfur cluster binding; F:4 iron, 4 sulfur cluster binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19195||ABC	ABC transporter substrate-binding protein	975	20	0.0	83.25	2	P:GO:0015734; C:GO:0042597	P:taurine transport; C:periplasmic space			IPR015168 (PFAM); G3DSA:3.40.190.10 (GENE3D); G3DSA:3.40.190.10 (GENE3D); IPR010068 (PTHR30024:PANTHER); PTHR30024 (PANTHER); SSF53850 (SUPERFAMILY)	P:GO:0015734; C:GO:0042597	P:taurine transport; C:periplasmic space
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19200||ABC	ABC transporter permease	759	20	8.28497E-172	95.33	3	C:GO:0005886; C:GO:0016021; P:GO:0055085	C:plasma membrane; C:integral component of membrane; P:transmembrane transport			IPR000515 (PFAM); IPR035906 (G3DSA:1.10.3720.GENE3D); PTHR30151 (PANTHER); PTHR30151:SF22 (PANTHER); IPR000515 (PROSITE_PROFILES); IPR000515 (CDD); IPR035906 (SUPERFAMILY)	C:GO:0016020; P:GO:0055085	C:membrane; P:transmembrane transport
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19205||ABC	ABC transporter ATP-binding protein	741	20	2.32453E-178	86.69	2	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATPase activity	EC:3.6.1.3; EC:3.6.1.15	Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase	IPR003593 (SMART); G3DSA:3.40.50.300 (GENE3D); IPR003439 (PFAM); PTHR42788 (PANTHER); PTHR42788:SF19 (PANTHER); IPR003439 (PROSITE_PROFILES); IPR027417 (SUPERFAMILY)	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATPase activity
true	[INTERPRO, BLASTED]	EQU24_RS19210||hypothetical	hypothetical protein	195	20	6.23609E-40	85.15						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	EQU24_RS19215||hypothetical	hypothetical protein	267	20	5.15977E-55	70.8						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19220||polysaccharide	polysaccharide biosynthesis protein	1482	20	0.0	86.37	1	C:GO:0016021	C:integral component of membrane			IPR029303 (PFAM); PTHR30250 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19225||lactate	lactate/malate dehydrogenase family protein	945	20	0.0	84.59	4	P:GO:0005975; F:GO:0016616; P:GO:0019752; P:GO:0055114	P:carbohydrate metabolic process; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; P:carboxylic acid metabolic process; P:oxidation-reduction process			IPR001557 (PRINTS); G3DSA:3.40.50.720 (GENE3D); IPR001557 (PIRSF); IPR022383 (PFAM); IPR015955 (G3DSA:3.90.110.GENE3D); IPR001236 (PFAM); PTHR43128:SF4 (PANTHER); PTHR43128 (PANTHER); IPR015955 (SUPERFAMILY); IPR036291 (SUPERFAMILY)	F:GO:0003824; P:GO:0005975; F:GO:0016491; F:GO:0016616; P:GO:0019752; P:GO:0055114	F:catalytic activity; P:carbohydrate metabolic process; F:oxidoreductase activity; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; P:carboxylic acid metabolic process; P:oxidation-reduction process
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19230||hypothetical	hypothetical protein	1287	20	0.0	86.81	1	C:GO:0016021	C:integral component of membrane			mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	EQU24_RS19235||hypothetical	hypothetical protein	1368	20	0.0	77.47						mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19240||hypothetical	hypothetical protein	261	20	9.15395E-57	68.67	1	C:GO:0016021	C:integral component of membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19245|ald|alanine	alanine dehydrogenase	1107	20	0.0	81.47	5	F:GO:0000166; F:GO:0000286; P:GO:0042853; F:GO:0046872; P:GO:0055114	F:nucleotide binding; F:alanine dehydrogenase activity; P:L-alanine catabolic process; F:metal ion binding; P:oxidation-reduction process	EC:1.4.1.1	Alanine dehydrogenase	IPR007886 (SMART); IPR007698 (SMART); IPR008141 (PIRSF); IPR008141 (TIGRFAM); G3DSA:3.40.50.720 (GENE3D); IPR007698 (PFAM); G3DSA:3.40.50.720 (GENE3D); IPR007886 (PFAM); IPR008141 (PANTHER); IPR008141 (CDD); SSF52283 (SUPERFAMILY); IPR036291 (SUPERFAMILY)	F:GO:0000286; P:GO:0042853	F:alanine dehydrogenase activity; P:L-alanine catabolic process
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19250||calcium/sodium	calcium/sodium antiporter	972	20	0.0	86.54	2	C:GO:0016021; P:GO:0055085	C:integral component of membrane; P:transmembrane transport			G3DSA:1.20.58.1130 (GENE3D); IPR004481 (TIGRFAM); IPR004837 (PFAM); G3DSA:1.20.1420.30 (GENE3D); IPR004481 (PANTHER); PTHR10846:SF8 (PANTHER)	C:GO:0016021; P:GO:0055085	C:integral component of membrane; P:transmembrane transport
true	[INTERPRO, BLASTED]	EQU24_RS19255||DUF2058	DUF2058 domain-containing protein	540	20	1.33615E-112	78.31						IPR018636 (PFAM); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19260||cupin	cupin domain-containing protein	375	20	1.05112E-84	82.4	2	F:GO:0051213; P:GO:0055114	F:dioxygenase activity; P:oxidation-reduction process			IPR014710 (G3DSA:2.60.120.GENE3D); IPR013096 (PFAM); IPR011051 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	EQU24_RS19265||glutaredoxin	glutaredoxin family protein	270	20	3.39961E-46	76.88						IPR008554 (PFAM); IPR036249 (G3DSA:3.40.30.GENE3D); PTHR33558 (PANTHER); IPR036249 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19270||TIGR00645	TIGR00645 family protein	495	20	1.06496E-101	93.48	2	C:GO:0005886; C:GO:0016021	C:plasma membrane; C:integral component of membrane			IPR020761 (TIGRFAM); IPR005134 (PFAM); IPR020761 (PANTHER); IPR020761 (HAMAP)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19275|metH|methionine	methionine synthase	3672	20	0.0	94.2	6	F:GO:0008270; F:GO:0008705; P:GO:0009086; F:GO:0031419; P:GO:0032259; P:GO:0042558	F:zinc ion binding; F:methionine synthase activity; P:methionine biosynthetic process; F:cobalamin binding; P:methylation; P:pteridine-containing compound metabolic process	EC:2.1.1.13	Methionine synthase	IPR003759 (SMART); IPR006158 (PFAM); G3DSA:3.40.50.280 (GENE3D); IPR000489 (PFAM); IPR004223 (PFAM); IPR003759 (PFAM); G3DSA:1.10.288.10 (GENE3D); IPR037010 (G3DSA:3.10.196.GENE3D); IPR011822 (PIRSF); IPR011822 (TIGRFAM); IPR011005 (G3DSA:3.20.20.GENE3D); IPR036594 (G3DSA:1.10.1240.GENE3D); IPR036589 (G3DSA:3.20.20.GENE3D); IPR003726 (PFAM); PTHR11103:SF11 (PANTHER); PTHR11103 (PANTHER); IPR000489 (PROSITE_PROFILES); IPR006158 (PROSITE_PROFILES); IPR004223 (PROSITE_PROFILES); IPR003759 (PROSITE_PROFILES); IPR003726 (PROSITE_PROFILES); cd00740 (CDD); IPR033706 (CDD); IPR036724 (SUPERFAMILY); IPR036594 (SUPERFAMILY); IPR011005 (SUPERFAMILY); IPR037010 (SUPERFAMILY); IPR036589 (SUPERFAMILY)	F:GO:0008270; F:GO:0008705; P:GO:0009086; F:GO:0031419; P:GO:0042558; P:GO:0044237; F:GO:0046872	F:zinc ion binding; F:methionine synthase activity; P:methionine biosynthetic process; F:cobalamin binding; P:pteridine-containing compound metabolic process; P:cellular metabolic process; F:metal ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19280||DUF2970	DUF2970 domain-containing protein	189	20	5.12286E-25	90.51	1	C:GO:0016021	C:integral component of membrane			IPR021344 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19285||hypothetical	hypothetical protein	426	20	6.90361E-95	78.92	1	C:GO:0016021	C:integral component of membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	EQU24_RS19290||hypothetical	Hsp70 family protein	390	20	1.02849E-89	87.32						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19295||DUF393	DUF393 domain-containing protein	1950	20	0.0	82.38	3	F:GO:0008488; C:GO:0016021; P:GO:0017187	F:gamma-glutamyl carboxylase activity; C:integral component of membrane; P:peptidyl-glutamic acid carboxylation	EC:4.1.1.90	Peptidyl-glutamate 4-carboxylase	IPR011020 (SMART); IPR007263 (PFAM); PTHR39535 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19300||prepilin-type	NUDIX domain-containing protein	78	13	6.6767E-9	93.76	1	C:GO:0016021	C:integral component of membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19305|pmoB|methane	methane monooxygenase/ammonia monooxygenase subunit B	1245	20	0.0	93.7	3	F:GO:0015049; C:GO:0016021; P:GO:0055114	F:methane monooxygenase activity; C:integral component of membrane; P:oxidation-reduction process	EC:1.14.13; EC:1.14.13.25	Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2); Methane monooxygenase (soluble)	IPR023141 (G3DSA:1.10.287.GENE3D); IPR006833 (PFAM); IPR006833 (TIGRFAM); IPR023303 (G3DSA:2.60.40.GENE3D); IPR023301 (G3DSA:2.60.120.GENE3D)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19310|pmoA|methane	methane monooxygenase/ammonia monooxygenase subunit A	744	20	4.74383E-179	96.37	3	F:GO:0015049; C:GO:0016021; P:GO:0055114	F:methane monooxygenase activity; C:integral component of membrane; P:oxidation-reduction process	EC:1.14.13; EC:1.14.13.25	Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2); Methane monooxygenase (soluble)	IPR037001 (G3DSA:1.20.1450.GENE3D); IPR003393 (TIGRFAM); IPR003393 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19315|pmoC|methane	methane monooxygenase/ammonia monooxygenase subunit C	753	20	1.46568E-172	97.49	3	F:GO:0015049; C:GO:0016021; P:GO:0055114	F:methane monooxygenase activity; C:integral component of membrane; P:oxidation-reduction process	EC:1.14.13; EC:1.14.13.25	Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2); Methane monooxygenase (soluble)	IPR023349 (G3DSA:1.20.1050.GENE3D); IPR006980 (PFAM); IPR006980 (TIGRFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS19320||hypothetical	hypothetical protein	366	20	2.282E-84	78.83	1	C:GO:0016020	C:membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	EQU24_RS19325||DUF411	DUF411 domain-containing protein	435	20	1.23917E-100	82.14						IPR007332 (PFAM); IPR036249 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	EQU24_RS19330||YjbQ	YjbQ family protein	432	20	4.11583E-94	84.59						IPR001602 (PFAM); IPR035917 (G3DSA:2.60.120.GENE3D); IPR001602 (TIGRFAM); IPR001602 (PIRSF); IPR001602 (PANTHER); IPR035917 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	EQU24_RS19335||hypothetical	TIGR03790 family protein	255	20	4.10043E-54	90.4	5	F:GO:0008168; C:GO:0016020; C:GO:0016021; F:GO:0016740; P:GO:0032259	F:methyltransferase activity; C:membrane; C:integral component of membrane; F:transferase activity; P:methylation			no IPS match	no IPS match	no IPS match
